ID_Processo;Data_Registro;Data_Desembaraco;Importador;Exportador;NCM;Descricao_Mercadoria;Pais_Origem;Modal_Transporte;Porto_Entrada;Valor_Mercadoria_USD;Valor_Frete_USD;Valor_Seguro_USD;Taxa_Cambio;Valor_Aduaneiro_BRL;II_Valor_BRL;IPI_Valor_BRL;PIS_Valor_BRL;COFINS_Valor_BRL;Canal_Parametrizacao
202409395;2025-04-20;2025-05-02;Santos;Camargo Exporters;90189099;Outros instrumentos e aparelhos para medicina;China;Aéreo;Porto de Itajaí (SC);86378.86;11676.01;808.75;4.9645;490808.44;61949.15;57183.31;10306.98;47363.01;Vermelho
202409396;2024-08-19;2024-08-24;Campos - EI;Ferreira Borges - EI Exporters;84713019;Outros computadores portáteis (laptops);Índia;Marítimo;Porto de Santos (SP);61735.68;8582.82;882.41;5.1436;366229.00;60307.16;28659.50;7690.81;35341.10;Verde
202409397;2024-02-17;2024-03-01;Aparecida;Viana S.A. Exporters;39269090;Outras obras de plástico;Estados Unidos;Aéreo;Aeroporto de Guarulhos (SP);902.61;48.67;7.45;5.4630;5237.54;663.50;495.48;109.99;505.42;Verde
202409398;2024-09-14;2024-09-26;Silva Montenegro S.A.;Lima S/A Exporters;90189099;Outros instrumentos e aparelhos para medicina;Índia;Rodoviário;Porto de Paranaguá (PR);62000.02;6590.45;774.06;5.4531;378251.72;44262.33;25417.70;7943.29;36501.29;Amarelo
202409399;2025-07-11;2025-07-15;Nunes;Nunes - EI Exporters;84713019;Outros computadores portáteis (laptops);México;Marítimo;Porto de Santos (SP);51529.63;5184.89;985.17;5.1441;296812.98;37055.13;22366.66;6233.07;28642.45;Verde
202409400;2024-08-05;2024-08-11;Ferreira da Mota Ltda.;Montenegro Exporters;39269090;Outras obras de plástico;Alemanha;Aéreo;Aeroporto do Galeão (RJ);43822.76;3239.30;865.50;5.4853;262897.04;27217.39;25284.27;5520.84;25369.56;Verde
202409401;2025-01-03;2025-01-18;Lima Azevedo e Filhos;da Rosa Exporters;62044200;Vestidos de algodão;Coreia do Sul;Rodoviário;Porto de Paranaguá (PR);41187.97;5213.28;423.48;5.3964;252684.97;41039.08;29378.53;5306.38;24384.10;Verde
202409402;2024-10-13;2024-10-18;Lima Ltda.;Araújo Exporters;87089990;Outras partes e acessórios para veículos;Alemanha;Rodoviário;Fronteira de Foz do Iguaçu (PR);11234.13;1280.61;87.92;4.8349;60932.60;6384.66;5929.18;1279.58;5880.00;Amarelo
202409403;2024-08-02;2024-08-15;Pires S.A.;Ribeiro S/A Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;México;Marítimo;Aeroporto de Guarulhos (SP);62315.44;8120.12;1097.38;5.1272;366763.69;36815.56;29923.78;7702.04;35392.70;Verde
202409404;2025-08-15;2025-08-29;Cassiano;Costela Exporters;39269090;Outras obras de plástico;Índia;Marítimo;Fronteira de Foz do Iguaçu (PR);5277.30;308.95;76.78;5.0019;28325.91;2863.11;3005.87;594.84;2733.45;Verde
202409405;2025-04-07;2025-04-19;Sousa Farias e Filhos;Siqueira Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Marítimo;Aeroporto do Galeão (RJ);19563.60;2381.89;373.28;5.3780;120030.35;15731.87;7829.29;2520.64;11582.93;Verde
202409406;2024-05-12;2024-05-22;Moreira;Silveira - ME Exporters;62044200;Vestidos de algodão;Alemanha;Rodoviário;Fronteira de Foz do Iguaçu (PR);31570.58;3162.01;439.47;4.8397;170222.22;29118.88;19567.21;3574.67;16426.44;Verde
202409407;2025-05-11;2025-05-29;Aparecida Pimenta e Filhos;Camargo - ME Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Estados Unidos;Aéreo;Porto de Santos (SP);52794.30;3120.46;461.85;5.2902;298243.54;35257.88;21293.13;6263.11;28780.50;Amarelo
202409408;2024-09-17;2024-09-23;Caldeira Sales S/A;Fogaça Exporters;62044200;Vestidos de algodão;Japão;Rodoviário;Aeroporto de Guarulhos (SP);10712.11;721.61;126.12;4.9709;57462.81;6967.74;6397.81;1206.72;5545.16;Verde
202409409;2024-10-08;2024-10-25;Albuquerque Nascimento - ME;da Mata Exporters;30049099;Outros medicamentos;Índia;Rodoviário;Aeroporto do Galeão (RJ);18739.66;2538.93;314.43;5.1651;111530.11;13362.42;7638.80;2342.13;10762.66;Verde
202409410;2025-08-27;2025-09-02;Pimenta;Viana Exporters;84713019;Outros computadores portáteis (laptops);China;Aéreo;Porto de Santos (SP);52981.04;5645.50;541.23;5.1478;304583.85;48355.58;22587.47;6396.26;29392.34;Verde
202409411;2024-09-28;2024-10-11;Freitas;Cunha S.A. Exporters;62044200;Vestidos de algodão;Coreia do Sul;Marítimo;Aeroporto de Guarulhos (SP);124627.64;14290.19;944.46;5.0689;708947.96;117445.77;45963.01;14887.91;68413.48;Verde
202409412;2024-06-12;2024-07-01;Brito Azevedo S/A;Alves Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Alemanha;Marítimo;Aeroporto do Galeão (RJ);93732.18;11409.66;755.15;4.8818;516967.93;90652.17;49844.12;10856.33;49887.40;Verde
202409413;2024-10-20;2024-11-01;Santos S.A.;Moura - ME Exporters;39269090;Outras obras de plástico;China;Aéreo;Porto de Santos (SP);32907.81;2610.15;327.73;5.0121;179662.18;19059.09;10988.27;3772.91;17337.40;Verde
202409414;2023-10-06;2023-10-17;Pires Ferreira e Filhos;Pires Exporters;90189099;Outros instrumentos e aparelhos para medicina;Estados Unidos;Marítimo;Porto de Paranaguá (PR);47458.17;4569.51;805.62;5.1447;271811.48;46961.92;30977.66;5708.04;26229.81;Verde
202409415;2025-09-08;2025-09-25;Machado;da Rocha Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;México;Rodoviário;Fronteira de Foz do Iguaçu (PR);52799.89;7268.87;475.94;5.4336;328975.68;53918.68;36611.90;6908.49;31746.15;Verde
202409416;2024-10-11;2024-10-15;Monteiro - EI;Vasconcelos S.A. Exporters;62044200;Vestidos de algodão;Coreia do Sul;Rodoviário;Porto de Paranaguá (PR);32673.15;4490.78;337.46;4.9607;186033.15;24240.14;16189.82;3906.70;17952.20;Verde
202409417;2025-07-28;2025-08-10;Freitas Dias S/A;Moura Exporters;30049099;Outros medicamentos;Japão;Aéreo;Fronteira de Foz do Iguaçu (PR);18442.93;1732.44;318.07;5.3272;109172.65;11124.09;7454.00;2292.63;10535.16;Vermelho
202409418;2024-05-08;2024-05-11;Almeida;Correia e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Índia;Aéreo;Aeroporto de Guarulhos (SP);23934.26;1406.53;447.74;5.1963;134004.94;20058.12;9771.72;2814.10;12931.48;Verde
202409419;2025-02-25;2025-03-05;Rocha Costela S.A.;Azevedo Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Coreia do Sul;Marítimo;Porto de Itajaí (SC);111649.08;16502.89;642.56;5.1013;657019.54;92286.11;63388.17;13797.41;63402.39;Verde
202409420;2024-03-23;2024-04-09;Gomes e Filhos;Dias S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Argentina;Marítimo;Fronteira de Foz do Iguaçu (PR);23571.38;3273.75;158.17;4.9710;134233.40;21696.86;6715.70;2818.90;12953.52;Verde
202409421;2025-05-24;2025-06-11;Ribeiro;Freitas Exporters;87089990;Outras partes e acessórios para veículos;China;Aéreo;Aeroporto de Guarulhos (SP);944.92;54.82;9.91;4.9624;5010.29;654.67;378.19;105.22;483.49;Verde
202409422;2023-12-03;2023-12-16;Peixoto S.A.;Abreu Exporters;90189099;Outros instrumentos e aparelhos para medicina;Itália;Marítimo;Porto de Paranaguá (PR);19963.25;1748.82;132.87;5.3680;117263.64;17298.30;6472.96;2462.54;11315.94;Verde
202409423;2025-03-30;2025-04-01;Lopes - ME;Rocha Ltda. Exporters;85171231;Celulares smartphones;Japão;Rodoviário;Porto de Santos (SP);109481.18;14379.05;1852.31;5.0829;638984.27;75079.25;62423.42;13418.67;61661.98;Verde
202409424;2025-01-02;2025-01-21;Novaes;Rezende Aparecida - ME Exporters;87089990;Outras partes e acessórios para veículos;Japão;Aéreo;Aeroporto do Galeão (RJ);15692.92;1113.24;276.31;5.0209;85769.37;13469.47;5224.44;1801.16;8276.74;Verde
202409425;2024-01-13;2024-01-20;Aparecida;Mendes Exporters;39269090;Outras obras de plástico;China;Aéreo;Porto de Santos (SP);102645.30;15071.97;1959.15;5.0524;604653.14;73675.95;35161.97;12697.72;58349.03;Verde
202409426;2024-06-11;2024-06-20;Pastor S/A;Correia Exporters;84713019;Outros computadores portáteis (laptops);Índia;Marítimo;Porto de Paranaguá (PR);24643.27;3160.30;318.78;5.2396;147349.87;26505.82;13646.93;3094.35;14219.26;Verde
202409427;2025-05-11;2025-05-30;Santos;Brito Macedo Ltda. Exporters;84713019;Outros computadores portáteis (laptops);China;Aéreo;Porto de Itajaí (SC);125108.47;7093.30;933.47;5.1890;690838.76;92324.45;59589.72;14507.61;66665.94;Verde
202409428;2025-04-18;2025-04-26;Ferreira Machado e Filhos;Cavalcante Garcia - EI Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Estados Unidos;Rodoviário;Porto de Paranaguá (PR);141795.33;15799.79;1510.65;5.1462;818790.11;144593.44;51018.83;17194.59;79013.25;Verde
202409429;2024-04-07;2024-04-21;Pires Pimenta - EI;Pastor Montenegro e Filhos Exporters;87089990;Outras partes e acessórios para veículos;México;Aéreo;Porto de Itajaí (SC);132911.39;13462.24;2453.30;5.0619;753347.04;131355.21;69651.41;15820.29;72697.99;Vermelho
202409430;2024-08-15;2024-08-23;Souza;da Conceição S.A. Exporters;84713019;Outros computadores portáteis (laptops);Índia;Marítimo;Porto de Paranaguá (PR);72281.72;4148.51;991.06;5.1819;401189.38;54429.05;22728.45;8424.98;38714.78;Amarelo
202409431;2025-09-14;2025-10-04;da Paz;Sousa e Filhos Exporters;87089990;Outras partes e acessórios para veículos;Itália;Aéreo;Aeroporto do Galeão (RJ);63820.84;5936.52;831.88;5.0683;357767.45;61981.60;22688.32;7513.12;34524.56;Verde
202409432;2025-06-21;2025-07-03;Albuquerque;Ferreira Exporters;85171231;Celulares smartphones;Japão;Aéreo;Porto de Paranaguá (PR);110830.95;15168.74;1608.43;5.3360;680916.93;100375.06;65475.97;14299.26;65708.48;Verde
202409433;2025-03-24;2025-04-02;Gonçalves Vasconcelos S.A.;da Conceição - ME Exporters;87089990;Outras partes e acessórios para veículos;Estados Unidos;Aéreo;Aeroporto de Guarulhos (SP);21362.22;1604.76;348.57;5.3722;125255.80;20856.46;6805.40;2630.37;12087.18;Amarelo
202409434;2025-07-28;2025-07-30;da Costa S.A.;Aragão Exporters;90189099;Outros instrumentos e aparelhos para medicina;México;Rodoviário;Fronteira de Foz do Iguaçu (PR);81767.62;10457.51;1220.39;5.3719;501979.99;61688.31;40988.02;10541.58;48441.07;Verde
202409435;2024-04-21;2024-04-30;Pires;Moraes Exporters;87089990;Outras partes e acessórios para veículos;Coreia do Sul;Rodoviário;Fronteira de Foz do Iguaçu (PR);68899.37;8575.92;1229.44;5.3461;420763.36;51561.03;24007.36;8836.03;40603.66;Verde
202409436;2024-04-04;2024-04-21;da Mata - ME;Nogueira da Paz S/A Exporters;85171231;Celulares smartphones;Coreia do Sul;Marítimo;Fronteira de Foz do Iguaçu (PR);40799.95;4089.07;441.36;5.1042;231375.33;38351.80;12121.07;4858.88;22327.72;Verde
202409437;2023-11-30;2023-12-15;Sá;Barros Exporters;30049099;Outros medicamentos;Itália;Rodoviário;Porto de Santos (SP);127401.10;10079.91;2201.36;5.2621;735022.60;75736.61;55329.44;15435.47;70929.68;Verde
202409438;2024-06-17;2024-06-19;Costa S/A;Sá Exporters;39269090;Outras obras de plástico;Alemanha;Rodoviário;Porto de Paranaguá (PR);90297.12;4913.44;1700.74;5.4113;524416.12;86996.61;46359.40;11012.74;50606.16;Amarelo
202409439;2025-07-13;2025-07-29;Pereira;Teixeira Exporters;39269090;Outras obras de plástico;Estados Unidos;Marítimo;Fronteira de Foz do Iguaçu (PR);44309.48;4814.21;511.33;5.0636;251331.89;44947.63;12875.66;5277.97;24253.53;Verde
202409440;2024-11-04;2024-11-11;Vargas Ltda.;Moura Exporters;62044200;Vestidos de algodão;China;Rodoviário;Porto de Itajaí (SC);144927.35;16489.59;952.69;4.8833;792899.61;93360.32;68854.86;16650.89;76514.81;Verde
202409441;2024-09-06;2024-09-21;Duarte - EI;Santos Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Coreia do Sul;Aéreo;Porto de Itajaí (SC);42966.63;4535.09;510.01;5.1892;249142.47;33928.83;15966.70;5231.99;24042.25;Verde
202409442;2025-05-16;2025-05-30;Gomes;Rezende Exporters;85171231;Celulares smartphones;Índia;Rodoviário;Fronteira de Foz do Iguaçu (PR);72836.62;10020.38;741.45;5.4108;452334.49;72894.38;48418.06;9499.02;43650.28;Verde
202409443;2025-01-11;2025-01-16;Monteiro;Silveira Rodrigues - ME Exporters;87089990;Outras partes e acessórios para veículos;Itália;Marítimo;Aeroporto de Guarulhos (SP);85429.67;9365.09;1690.98;5.4453;525393.80;56532.21;41777.29;11033.27;50700.50;Verde
202409444;2024-11-05;2024-11-12;Moreira Ltda.;Siqueira Marques e Filhos Exporters;87089990;Outras partes e acessórios para veículos;Coreia do Sul;Rodoviário;Aeroporto do Galeão (RJ);145754.34;11115.83;763.09;4.8972;771961.60;126079.36;71623.43;16211.19;74494.29;Verde
202409445;2025-02-23;2025-03-03;Borges;Peixoto - ME Exporters;30049099;Outros medicamentos;China;Marítimo;Aeroporto do Galeão (RJ);12699.95;1808.09;124.36;5.2351;76602.08;13623.70;4345.82;1608.64;7392.10;Verde
202409446;2025-06-22;2025-07-09;Nogueira Pires S/A;Novais Exporters;85171231;Celulares smartphones;Argentina;Rodoviário;Porto de Santos (SP);53815.49;4469.50;1027.13;5.1811;307302.02;45976.32;36817.18;6453.34;29654.65;Verde
202409447;2023-10-19;2023-10-27;Almeida e Filhos;Silva S.A. Exporters;62044200;Vestidos de algodão;China;Aéreo;Porto de Paranaguá (PR);108579.98;6625.45;751.43;4.8748;565266.50;59213.69;60953.85;11870.60;54548.22;Verde
202409448;2024-10-13;2024-10-24;Novais Borges - EI;Camargo S/A Exporters;85171231;Celulares smartphones;Japão;Marítimo;Porto de Itajaí (SC);108485.94;7507.39;600.06;5.2556;612768.22;107916.10;40377.43;12868.13;59132.13;Amarelo
202409449;2025-05-20;2025-06-01;Correia;Monteiro S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Itália;Marítimo;Aeroporto do Galeão (RJ);63832.99;3743.81;661.52;4.9291;336353.50;53141.74;20583.37;7063.42;32458.11;Verde
202409450;2023-12-07;2023-12-20;Nascimento S/A;Pereira Oliveira - ME Exporters;30049099;Outros medicamentos;Índia;Rodoviário;Porto de Santos (SP);75376.02;7497.42;455.84;5.2579;438137.02;73818.81;35910.19;9200.88;42280.22;Verde
202409451;2025-06-22;2025-06-28;Sá - ME;da Cruz S/A Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Índia;Aéreo;Aeroporto do Galeão (RJ);88536.15;13208.34;1627.58;5.3318;551159.20;89118.07;65150.76;11574.34;53186.86;Verde
202409452;2023-11-17;2023-12-02;Andrade - ME;Alves S.A. Exporters;30049099;Outros medicamentos;Índia;Rodoviário;Fronteira de Foz do Iguaçu (PR);94497.00;6771.02;871.44;5.4474;556394.49;91469.23;45207.67;11684.28;53692.07;Verde
202409453;2024-09-20;2024-09-24;da Mota;Oliveira S.A. Exporters;85171231;Celulares smartphones;Argentina;Marítimo;Porto de Santos (SP);50131.13;7283.75;692.81;5.1504;299277.85;48915.60;33490.67;6284.83;28880.31;Verde
202409454;2024-05-28;2024-06-13;Silveira Monteiro Ltda.;Moraes Exporters;85171231;Celulares smartphones;Japão;Rodoviário;Porto de Santos (SP);17507.75;2402.26;276.46;5.1503;103966.38;15933.36;11852.17;2183.29;10032.76;Verde
202409455;2024-11-28;2024-11-30;Pastor S.A.;das Neves Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Japão;Marítimo;Aeroporto de Guarulhos (SP);98864.25;7591.05;1348.13;4.9846;537356.98;66614.46;61684.12;11284.50;51854.95;Verde
202409456;2024-03-28;2024-04-02;Almeida S/A;Silveira Alves e Filhos Exporters;30049099;Outros medicamentos;Itália;Aéreo;Porto de Paranaguá (PR);71059.24;8522.61;434.84;5.1931;415534.67;65779.96;29928.07;8726.23;40099.10;Verde
202409457;2025-03-27;2025-04-06;Guerra;Siqueira Novaes Ltda. Exporters;87089990;Outras partes e acessórios para veículos;Itália;Aéreo;Aeroporto do Galeão (RJ);143768.80;19458.84;1330.59;5.2937;871121.90;92872.28;95561.01;18293.56;84063.26;Verde
202409458;2024-10-14;2024-11-03;Cavalcanti;Costa Exporters;62044200;Vestidos de algodão;México;Marítimo;Porto de Paranaguá (PR);27670.79;2115.01;469.02;5.3987;163336.70;20411.77;16198.91;3430.07;15761.99;Verde
202409459;2023-11-07;2023-11-20;Araújo;Martins - EI Exporters;39269090;Outras obras de plástico;Argentina;Aéreo;Aeroporto do Galeão (RJ);132829.34;12545.31;2526.49;5.3832;796181.42;89696.62;42212.66;16719.81;76831.51;Amarelo
202409460;2023-10-18;2023-10-25;Araújo Ribeiro S.A.;Andrade Exporters;62044200;Vestidos de algodão;Alemanha;Aéreo;Aeroporto do Galeão (RJ);101319.92;13697.83;1125.09;5.4432;632188.71;65140.89;66107.00;13275.96;61006.21;Verde
202409461;2025-04-01;2025-04-03;Farias Silva Ltda.;Costa Exporters;85171231;Celulares smartphones;China;Aéreo;Porto de Santos (SP);46416.22;4992.26;384.49;5.0612;262134.58;38196.79;17136.04;5504.83;25295.99;Verde
202409462;2024-09-17;2024-10-02;Vasconcelos S.A.;Barros Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Índia;Aéreo;Porto de Santos (SP);79263.92;8639.96;772.45;5.0306;446095.15;64885.28;43831.20;9368.00;43048.18;Verde
202409463;2024-08-17;2024-08-21;Borges - EI;Farias Exporters;62044200;Vestidos de algodão;Argentina;Marítimo;Aeroporto do Galeão (RJ);105729.32;11932.10;1942.96;4.9406;590917.40;67554.53;64961.90;12409.27;57023.53;Amarelo
202409464;2024-05-01;2024-05-13;Melo Rocha - EI;Fernandes Exporters;85171231;Celulares smartphones;Coreia do Sul;Rodoviário;Porto de Itajaí (SC);129322.76;18949.18;1184.92;5.2596;786083.30;110668.03;60025.14;16507.75;75857.04;Verde
202409465;2025-03-28;2025-04-01;Albuquerque;Cassiano Souza S.A. Exporters;30049099;Outros medicamentos;Itália;Marítimo;Aeroporto do Galeão (RJ);131186.05;6992.86;947.78;5.1056;710325.23;110302.77;82147.21;14916.83;68546.38;Vermelho
202409466;2025-08-10;2025-08-16;Garcia;Rezende Oliveira Ltda. Exporters;87089990;Outras partes e acessórios para veículos;Índia;Marítimo;Porto de Santos (SP);86553.17;6920.61;1413.60;5.0402;478251.37;84021.64;41520.76;10043.28;46151.26;Verde
202409467;2024-03-17;2024-03-23;Caldeira;Pimenta Exporters;90189099;Outros instrumentos e aparelhos para medicina;China;Rodoviário;Porto de Paranaguá (PR);23201.80;3388.63;268.77;5.2489;140981.25;23442.11;13912.51;2960.61;13604.69;Verde
202409468;2024-01-29;2024-02-03;da Rocha;Porto - ME Exporters;30049099;Outros medicamentos;Japão;Marítimo;Aeroporto de Guarulhos (SP);57951.33;6034.18;1023.90;4.8966;318325.08;37429.14;28870.64;6684.83;30718.37;Verde
202409469;2023-11-21;2023-12-01;Guerra S.A.;Nascimento Exporters;85171231;Celulares smartphones;Estados Unidos;Rodoviário;Porto de Itajaí (SC);67346.43;4254.26;412.37;4.8793;351373.32;54173.84;39187.06;7378.84;33907.53;Verde
202409470;2024-08-28;2024-09-12;Ramos;Martins Exporters;84713019;Outros computadores portáteis (laptops);Índia;Aéreo;Fronteira de Foz do Iguaçu (PR);54672.99;6190.94;358.44;5.1069;312656.52;54373.37;27066.43;6565.79;30171.35;Verde
202409471;2025-04-11;2025-04-24;Moraes;Barbosa S/A Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;México;Rodoviário;Porto de Itajaí (SC);134742.13;7958.15;2529.12;4.8208;700121.89;79077.23;73479.92;14702.56;67561.76;Verde
202409472;2023-12-25;2024-01-09;Costa;da Conceição Fonseca e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Argentina;Marítimo;Aeroporto do Galeão (RJ);34407.16;3203.23;656.81;4.9809;190605.10;21468.76;20774.55;4002.71;18393.39;Verde
202409473;2023-12-30;2024-01-04;Pereira Ramos Ltda.;Sales Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Rodoviário;Aeroporto do Galeão (RJ);124919.24;7599.44;1524.76;5.2055;697763.13;94216.86;43197.49;14653.03;67334.14;Verde
202409474;2023-10-09;2023-10-13;Aragão S.A.;Siqueira da Costa S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Japão;Rodoviário;Aeroporto de Guarulhos (SP);103392.63;13116.42;607.31;5.4641;639935.50;113618.57;50012.88;13438.65;61753.78;Verde
202409475;2025-01-03;2025-01-16;Souza;Cunha - EI Exporters;87089990;Outras partes e acessórios para veículos;Argentina;Rodoviário;Porto de Santos (SP);149472.49;13138.97;1083.73;5.3419;874443.34;101296.71;80126.52;18363.31;84383.78;Verde
202409476;2024-06-13;2024-06-19;Montenegro;Souza Exporters;87089990;Outras partes e acessórios para veículos;Índia;Marítimo;Aeroporto do Galeão (RJ);141550.68;11037.25;2410.10;5.3277;825783.00;106494.02;43703.06;17341.44;79688.06;Verde
202409477;2025-08-29;2025-09-01;Mendonça Jesus - ME;Caldeira Pereira - ME Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Coreia do Sul;Marítimo;Aeroporto de Guarulhos (SP);36685.78;3627.54;692.59;5.0159;205681.54;20684.44;20845.11;4319.31;19848.27;Amarelo
202409478;2023-11-25;2023-11-27;Monteiro Silveira - EI;Casa Grande S.A. Exporters;30049099;Outros medicamentos;Japão;Rodoviário;Porto de Paranaguá (PR);13808.53;2021.83;80.86;5.1084;81280.88;13652.43;7695.59;1706.90;7843.60;Verde
202409479;2025-02-14;2025-02-23;Montenegro Brito S.A.;Montenegro da Paz e Filhos Exporters;85171231;Celulares smartphones;Índia;Rodoviário;Porto de Paranaguá (PR);2216.46;165.14;37.16;4.9150;11888.21;1834.86;1107.82;249.65;1147.21;Verde
202409480;2024-03-26;2024-04-04;da Mota;Azevedo - ME Exporters;87089990;Outras partes e acessórios para veículos;Japão;Rodoviário;Aeroporto de Guarulhos (SP);85841.53;11634.33;486.21;5.3836;527388.60;60431.11;56893.14;11075.16;50893.00;Verde
202409481;2024-08-19;2024-08-22;Rezende - EI;da Cunha Exporters;39269090;Outras obras de plástico;Alemanha;Aéreo;Porto de Santos (SP);23156.00;3023.97;191.50;4.8866;128866.83;17766.95;7514.26;2706.20;12435.65;Verde
202409482;2025-08-15;2025-08-19;Freitas;da Cunha S.A. Exporters;90189099;Outros instrumentos e aparelhos para medicina;Estados Unidos;Marítimo;Aeroporto do Galeão (RJ);58059.29;4977.39;1148.24;4.8381;310533.06;35727.16;35889.52;6521.19;29966.44;Verde
202409483;2025-06-24;2025-06-27;Novaes Souza S/A;Gomes Exporters;30049099;Outros medicamentos;China;Aéreo;Porto de Santos (SP);12391.51;1363.81;160.70;5.4797;76255.61;12059.92;3876.15;1601.37;7358.67;Amarelo
202409484;2025-08-01;2025-08-09;Costela Pereira S.A.;Correia Exporters;30049099;Outros medicamentos;Índia;Aéreo;Aeroporto do Galeão (RJ);133473.89;10101.79;2462.11;4.8312;705537.77;117304.26;37800.55;14816.29;68084.39;Verde
202409485;2025-03-02;2025-03-04;Casa Grande;Leão Exporters;62044200;Vestidos de algodão;Argentina;Aéreo;Porto de Santos (SP);22378.67;2664.16;284.13;4.9032;124183.15;16743.83;14242.92;2607.85;11983.67;Verde
202409486;2025-03-26;2025-04-09;Carvalho;Casa Grande Exporters;90189099;Outros instrumentos e aparelhos para medicina;México;Aéreo;Aeroporto do Galeão (RJ);102046.15;14830.37;1601.79;5.1089;605293.84;100582.62;32868.19;12711.17;58410.86;Verde
202409487;2025-06-30;2025-07-09;Novaes Aparecida Ltda.;da Luz Exporters;62044200;Vestidos de algodão;Japão;Aéreo;Porto de Santos (SP);58121.48;4569.20;1122.44;5.1379;327865.43;41199.72;23584.96;6885.17;31639.01;Verde
202409488;2025-05-12;2025-05-23;Campos;Moura Exporters;39269090;Outras obras de plástico;México;Marítimo;Aeroporto de Guarulhos (SP);102939.67;15023.48;765.12;5.1950;616793.36;109807.85;55742.22;12952.66;59520.56;Amarelo
202409489;2025-04-15;2025-04-24;da Luz Dias S/A;Nascimento Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;México;Rodoviário;Porto de Santos (SP);54836.56;4987.60;999.69;5.4681;332590.89;36622.03;21617.45;6984.41;32095.02;Verde
202409490;2025-01-15;2025-01-30;Guerra;Farias Andrade S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Japão;Marítimo;Aeroporto de Guarulhos (SP);129020.18;14079.13;1027.56;4.8671;701479.89;88563.21;82150.68;14731.08;67692.81;Verde
202409491;2024-11-05;2024-11-08;Farias da Costa - EI;Moura Exporters;62044200;Vestidos de algodão;Estados Unidos;Marítimo;Aeroporto do Galeão (RJ);13753.45;1858.62;129.70;5.0720;79842.26;9243.92;4757.29;1676.69;7704.78;Verde
202409492;2025-06-28;2025-07-11;Souza;Mendes e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Argentina;Marítimo;Aeroporto de Guarulhos (SP);117741.57;15787.79;1248.05;5.4936;740413.18;130842.72;71750.41;15548.68;71449.87;Verde
202409493;2023-11-19;2023-11-29;Correia Ltda.;da Mata Exporters;85171231;Celulares smartphones;Coreia do Sul;Marítimo;Fronteira de Foz do Iguaçu (PR);64334.43;6959.29;716.14;5.1779;372859.85;47181.89;38266.61;7830.06;35980.98;Verde
202409494;2023-12-21;2023-12-26;Teixeira;Santos S.A. Exporters;84713019;Outros computadores portáteis (laptops);México;Aéreo;Aeroporto de Guarulhos (SP);115114.98;11094.27;1578.91;5.4915;701748.68;93132.44;65853.73;14736.72;67718.75;Verde
202409495;2023-12-30;2024-01-01;Pinto Ltda.;Fonseca Exporters;62044200;Vestidos de algodão;Itália;Marítimo;Porto de Santos (SP);63430.72;4979.66;1135.78;4.8115;334621.35;44304.10;31389.68;7027.05;32290.96;Verde
202409496;2025-04-11;2025-05-01;Cirino Nascimento S/A;Sales S/A Exporters;84713019;Outros computadores portáteis (laptops);México;Marítimo;Fronteira de Foz do Iguaçu (PR);18393.64;1349.70;249.87;4.8727;97420.91;17256.30;7720.29;2045.84;9401.12;Amarelo
202409497;2025-05-01;2025-05-10;Câmara Sales - EI;Cassiano da Cunha Ltda. Exporters;87089990;Outras partes e acessórios para veículos;Índia;Rodoviário;Aeroporto do Galeão (RJ);19093.75;1412.94;360.38;5.2977;110547.48;13879.71;11635.98;2321.50;10667.83;Verde
202409498;2024-08-13;2024-08-28;Rocha;Sousa Exporters;85171231;Celulares smartphones;Coreia do Sul;Aéreo;Porto de Santos (SP);86149.95;10923.42;1018.90;4.9385;484428.68;61600.36;32601.62;10173.00;46747.37;Verde
202409499;2025-04-04;2025-04-10;da Luz - ME;Câmara Freitas - ME Exporters;30049099;Outros medicamentos;Itália;Aéreo;Porto de Itajaí (SC);148020.36;20970.89;2745.41;5.4990;944379.89;139671.35;54008.27;19831.98;91132.66;Verde
